Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Age_group
Single,General,4,Arts/Communication,1,Secondary Education,127.0,1,Higher Education,No Schooling/Primary,Elementary,Elementary,115.8,1,0,1,0,Female,0,19,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,17-19
Single,General,3,Health/Medicine,1,Secondary Education,140.0,1,Higher Education,Higher Education,Technicians,Technicians,126.4,1,0,0,1,Female,0,18,0,0,7,7,7,13.884285714285712,0,0,8,9,8,14.75,0,11.1,0.6,2.02,Dropout,17-19
Single,Transfer/Change,1,Engineering/Tech,1,Secondary Education,130.0,1,Basic Education,No Schooling/Primary,Clerical,Elementary,130.0,1,0,0,0,Female,0,19,0,0,6,12,5,13.0,0,0,6,12,3,11.666666666666666,0,13.9,-0.3,0.79,Enrolled,17-19
Single,General,3,Health/Medicine,1,Secondary Education,122.0,1,Higher Education,Secondary,Clerical,Technicians,114.8,1,0,0,1,Female,1,19,0,0,7,11,4,12.65,0,0,7,9,5,11.1,0,12.4,0.5,1.79,Enrolled,17-19
Single,General,1,Business/Economy,1,Secondary Education,162.0,1,Secondary,No Schooling/Primary,Clerical,Service/Sales,138.6,1,0,0,1,Female,0,19,0,0,5,10,1,11.0,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,Enrolled,17-19
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,133.1,1,Secondary,Secondary,Clerical,Clerical,112.9,0,0,0,1,Female,0,24,0,0,6,12,2,11.666666666666666,0,0,6,20,2,10.5,6,16.2,0.3,-0.92,Dropout,23-25
Single,General,1,Social Sciences,1,Secondary Education,120.0,1,Higher Education,Higher Education,Technicians,Technicians,111.6,0,0,0,1,Female,0,20,0,0,6,6,6,14.5,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate,20-22
Single,General,1,Business/Economy,1,Secondary Education,160.0,1,Basic Education,No Schooling/Primary,Service/Sales,Technicians,152.0,0,0,0,1,Female,0,18,0,0,6,7,6,14.714285714285714,0,0,6,7,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate,17-19
Single,General,1,Social Sciences,1,Secondary Education,141.0,1,No Schooling/Primary,Secondary,Service/Sales,Craft/Trade,132.6,0,0,0,1,Female,1,18,0,0,6,7,6,13.285714285714286,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,125.0,1,Secondary,No Schooling/Primary,Clerical,Elementary,118.4,1,0,0,1,Female,0,21,0,0,5,13,3,11.333333333333334,2,0,5,12,2,10.5,1,9.4,-0.8,-3.12,Enrolled,20-22
Single,Other,1,Health/Medicine,1,Higher Education,120.0,1,No Schooling/Primary,No Schooling/Primary,Clerical,Service/Sales,120.0,0,0,1,0,Female,0,28,0,0,7,7,0,0.0,7,0,7,7,0,0.0,7,13.9,-0.3,0.79,Dropout,26-29
Single,General,1,Business/Economy,1,Secondary Education,128.0,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Agriculture/Fishery,122.1,0,0,0,1,Female,1,18,0,0,5,11,4,11.571428571428571,0,0,5,9,5,12.0,0,13.9,-0.3,0.79,Enrolled,17-19
Single,General,1,Education,1,Secondary Education,162.0,1,No Schooling/Primary,Basic Education,Elementary,Plant/Machine,142.8,0,0,1,1,Female,0,18,0,0,6,10,5,13.0,0,0,6,10,4,11.5,0,12.7,3.7,-1.7,Dropout,17-19
Single,General,1,Social Sciences,1,Secondary Education,130.0,1,Secondary,Secondary,Clerical,Clerical,124.8,0,0,0,1,Female,1,18,0,0,6,9,6,11.5,0,0,6,11,5,14.0,0,11.1,0.6,2.02,Graduate,17-19
Single,General,2,Business/Economy,1,Secondary Education,134.0,1,No Schooling/Primary,Basic Education,Elementary,Plant/Machine,126.3,1,0,0,1,Female,1,18,0,0,5,8,5,11.8,0,0,5,10,5,11.6,3,16.2,0.3,-0.92,Graduate,17-19
Single,General,1,Business/Economy,1,Secondary Education,133.1,1,Basic Education,Basic Education,Elementary,Elementary,119.0,1,0,0,0,Female,1,19,0,0,5,7,3,10.666666666666666,0,0,5,10,3,12.285714285714286,0,10.8,1.4,1.74,Dropout,17-19
Single,General,1,Health/Medicine,1,Secondary Education,137.0,1,Basic Education,No Schooling/Primary,Technicians,Elementary,124.9,0,0,0,1,Female,1,19,0,0,7,11,6,13.8875,0,0,8,9,8,14.864444444444445,0,15.5,2.8,-4.06,Graduate,17-19
Single,General,1,Social Sciences,1,Secondary Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,118.0,0,0,1,1,Female,1,20,0,0,6,7,5,11.4,0,0,6,9,6,11.5,0,8.9,1.4,3.51,Graduate,20-22
Married/Union,Transfer/Change,1,Social Sciences,0,Secondary Education,110.0,1,No Schooling/Primary,Basic Education,Elementary,Technicians,100.0,0,0,0,1,Female,0,34,0,9,11,17,9,12.333333333333334,0,3,7,12,7,12.142857142857142,0,9.4,-0.8,-3.12,Graduate,30+
Married/Union,Transfer/Change,1,Health/Medicine,1,Secondary Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,109.0,1,0,0,1,Female,0,39,0,0,7,8,5,12.16,0,0,7,8,5,12.16,0,7.6,2.6,0.32,Enrolled,30+
Single,General,3,Health/Medicine,1,Secondary Education,133.0,1,Higher Education,Basic Education,Professionals,Service/Sales,130.8,1,0,0,1,Female,0,19,0,0,8,8,8,13.427499999999998,0,0,8,8,8,13.427499999999998,0,9.4,-0.8,-3.12,Graduate,17-19
Single,Transfer/Change,1,Arts/Communication,1,Secondary Education,130.0,1,Secondary,Basic Education,Clerical,Clerical,110.0,1,0,0,1,Female,0,24,0,0,6,6,6,15.166666666666666,0,0,6,6,2,15.5,0,15.5,2.8,-4.06,Graduate,23-25
Single,Special/Island/Ordinance,1,Arts/Communication,1,Secondary Education,151.0,22,No Schooling/Primary,No Schooling/Primary,Other,Service/Sales,151.0,1,0,0,1,Female,0,18,1,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,125.0,1,Basic Education,Basic Education,Technicians,Other,131.0,1,0,0,1,Male,0,19,0,0,5,11,2,10.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout,17-19
Single,General,1,Business/Economy,1,Secondary Education,158.0,1,Secondary,No Schooling/Primary,Technicians,Agriculture/Fishery,155.2,0,0,0,1,Male,1,18,0,0,5,5,5,11.8,0,0,5,8,3,11.0,0,9.4,-0.8,-3.12,Graduate,17-19
Single,General,2,Business/Economy,1,Secondary Education,128.0,1,Higher Education,Secondary,Technicians,Technicians,121.0,1,1,1,1,Male,0,20,0,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,Enrolled,20-22
Single,General,6,Health/Medicine,1,Secondary Education,133.0,1,Secondary,Secondary,Elementary,Elementary,119.7,1,1,1,1,Male,0,19,0,2,7,8,7,13.075,0,1,8,11,8,12.36111111111111,0,12.4,0.5,1.79,Graduate,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,138.0,1,Higher Education,Basic Education,Professionals,Clerical,131.0,1,0,0,1,Male,0,19,0,0,6,8,4,11.6,0,0,6,14,2,13.0,0,11.1,0.6,2.02,Dropout,17-19
Single,General,1,Agriculture,1,Secondary Education,126.0,1,No Schooling/Primary,Higher Education,Service/Sales,Professionals,116.9,0,0,0,1,Male,0,19,0,0,6,10,6,13.666666666666666,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,Dropout,17-19
Married/Union,Transfer/Change,1,Business/Economy,0,Secondary Education,140.0,1,No Schooling/Primary,Secondary,Elementary,Other,130.0,1,0,0,1,Male,0,41,0,0,5,9,4,10.75,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,Dropout,30+
Single,General,2,Health/Medicine,1,Secondary Education,143.0,1,Higher Education,Higher Education,Professionals,Professionals,137.8,0,0,0,1,Male,0,19,0,0,7,10,6,13.492857142857144,0,0,8,9,8,12.68888888888889,0,12.4,0.5,1.79,Graduate,17-19
Single,Transfer/Change,3,Business/Economy,1,Secondary Education,135.0,1,Higher Education,Higher Education,Professionals,Professionals,122.1,0,0,0,1,Male,0,19,0,0,6,14,3,12.5,0,0,6,9,4,11.0,0,12.7,3.7,-1.7,Enrolled,17-19
Single,Other,1,Health/Medicine,1,Higher Education,120.0,1,Secondary,Secondary,Craft/Trade,Other,120.0,1,0,0,0,Male,0,23,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout,23-25
Single,General,1,Engineering/Tech,1,Secondary Education,148.0,1,Basic Education,No Schooling/Primary,Elementary,Craft/Trade,133.0,0,0,0,1,Male,0,18,0,0,5,12,5,13.285714285714286,0,0,5,16,5,14.8,0,12.4,0.5,1.79,Dropout,17-19
Single,General,1,Business/Economy,1,Secondary Education,126.0,1,Higher Education,Basic Education,Technicians,Technicians,115.2,0,0,0,1,Male,0,19,0,0,5,6,5,12.6,0,0,5,13,5,11.8,5,16.2,0.3,-0.92,Graduate,17-19
Single,Transfer/Change,1,Agriculture,1,Higher Education,160.0,1,Higher Education,Higher Education,Professionals,Other,160.0,1,0,0,1,Male,0,20,0,0,6,7,6,14.0,0,0,6,7,6,14.666666666666666,0,12.4,0.5,1.79,Graduate,20-22
Single,Transfer/Change,1,Engineering/Tech,1,Secondary Education,140.0,1,No Schooling/Primary,No Schooling/Primary,Unknown,Unknown,106.3,0,0,1,0,Male,0,35,0,0,5,7,2,11.5,0,0,5,8,2,10.5,0,7.6,2.6,0.32,Dropout,30+
Separated/Divorced/Widower,Transfer/Change,2,Business/Economy,1,Basic Education,133.1,1,Basic Education,Secondary,Unknown,Unknown,103.0,0,0,0,0,Male,0,34,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,30+
Single,General,1,Arts/Communication,1,Secondary Education,136.0,1,Higher Education,Higher Education,Elementary,Elementary,136.0,1,0,1,0,Female,1,19,0,0,6,6,6,11.833333333333334,0,0,6,8,6,12.875,0,10.8,1.4,1.74,Graduate,17-19
Single,Special/Island/Ordinance,1,Social Sciences,1,Secondary Education,150.0,26,Basic Education,Secondary,Elementary,Elementary,146.5,1,0,1,0,Male,0,22,1,0,6,10,5,11.5,0,0,6,8,5,12.4,0,13.9,-0.3,0.79,Graduate,20-22
Single,General,3,Arts/Communication,1,Secondary Education,130.0,1,Secondary,Higher Education,Clerical,Professionals,131.4,0,0,0,1,Male,0,20,0,0,6,6,6,14.166666666666666,0,0,6,8,6,12.333333333333334,0,11.1,0.6,2.02,Graduate,20-22
Married/Union,Transfer/Change,1,Business/Economy,0,Secondary Education,130.0,1,Higher Education,Higher Education,Professionals,Professionals,130.0,0,0,0,1,Male,0,27,0,2,2,2,2,12.5,0,0,5,6,2,12.5,0,12.7,3.7,-1.7,Enrolled,26-29
Married/Union,Transfer/Change,1,Engineering/Tech,1,Secondary Education,110.0,1,Basic Education,Basic Education,Other,Service/Sales,137.0,0,0,1,1,Male,0,30,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,30+
Single,Transfer/Change,1,Engineering/Tech,1,Secondary Education,110.0,1,Secondary,Secondary,Clerical,Clerical,125.9,0,0,0,1,Male,0,34,0,0,5,7,0,0.0,0,0,5,8,1,11.0,0,10.8,1.4,1.74,Enrolled,30+
Single,General,1,Business/Economy,1,Secondary Education,121.0,1,Secondary,Secondary,Service/Sales,Clerical,111.9,1,0,0,0,Male,0,20,0,0,6,14,2,10.5,0,0,6,16,0,0.0,0,10.8,1.4,1.74,Dropout,20-22
Single,General,1,Arts/Communication,1,Secondary Education,127.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Service/Sales,131.2,1,0,0,1,Male,0,18,0,0,6,6,6,11.833333333333334,0,0,6,6,6,13.166666666666666,0,7.6,2.6,0.32,Graduate,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,140.0,1,Secondary,Basic Education,Clerical,Clerical,131.2,0,0,0,1,Male,1,26,0,0,5,9,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,Dropout,26-29
Single,Transfer/Change,1,Business/Economy,0,Secondary Education,130.0,1,Secondary,Secondary,Technicians,Craft/Trade,140.0,0,0,0,1,Male,0,26,0,0,5,5,5,12.4,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,Graduate,26-29
Single,Transfer/Change,2,Business/Economy,1,Secondary Education,130.0,1,Basic Education,Basic Education,Service/Sales,Elementary,121.5,0,0,0,0,Male,0,26,0,0,5,5,2,10.5,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,26-29
Single,Transfer/Change,1,Business/Economy,0,Secondary Education,100.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Agriculture/Fishery,153.5,0,0,1,0,Male,0,31,0,0,5,9,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,30+
Single,General,3,Arts/Communication,1,Secondary Education,139.0,1,No Schooling/Primary,Basic Education,Elementary,Plant/Machine,142.2,1,0,0,1,Male,1,20,0,6,12,12,12,14.583333333333334,0,4,11,14,11,14.333333333333334,0,8.9,1.4,3.51,Graduate,20-22
Single,General,1,Arts/Communication,1,Secondary Education,150.0,1,Basic Education,Other,Other,Other,131.1,1,0,0,1,Male,0,19,0,0,6,6,6,11.666666666666666,0,0,6,10,3,12.666666666666666,0,7.6,2.6,0.32,Graduate,17-19
Single,General,1,Business/Economy,1,Secondary Education,133.1,1,Other,Higher Education,Craft/Trade,Professionals,130.6,1,0,1,0,Male,0,23,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,23-25
Single,General,6,Health/Medicine,1,Secondary Education,119.0,1,Secondary,Secondary,Clerical,Clerical,115.0,1,0,0,1,Male,1,20,0,0,7,14,1,13.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,Dropout,20-22
Single,Transfer/Change,1,Health/Medicine,1,Secondary Education,170.0,1,Secondary,Secondary,Clerical,Other,125.0,0,0,0,1,Male,0,20,0,0,7,7,7,15.66,0,7,10,11,9,15.011111111111113,0,11.1,0.6,2.02,Graduate,20-22
Single,Transfer/Change,1,Social Sciences,0,Secondary Education,133.1,1,Other,Other,Other,Other,97.5,1,0,0,1,Male,0,29,0,0,6,10,0,0.0,1,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,26-29
Single,General,4,Arts/Communication,1,Secondary Education,133.0,1,Basic Education,Basic Education,Craft/Trade,Craft/Trade,134.4,1,0,0,1,Male,1,20,0,0,6,6,6,12.166666666666666,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,Graduate,20-22
Single,General,1,Health/Medicine,1,Secondary Education,125.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,118.8,0,0,0,1,Male,0,24,0,0,7,7,6,13.3,0,0,7,7,6,13.3,0,7.6,2.6,0.32,Graduate,23-25
Single,Transfer/Change,1,Health/Medicine,1,Basic Education,133.1,1,Higher Education,Secondary,Technicians,Craft/Trade,110.5,0,0,0,1,Male,0,37,0,0,7,15,0,0.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,Dropout,30+
Single,General,5,Health/Medicine,1,Secondary Education,143.0,1,No Schooling/Primary,Basic Education,Clerical,Clerical,123.3,1,0,0,1,Male,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout,17-19
Single,General,2,Arts/Communication,1,Secondary Education,127.0,1,Higher Education,Basic Education,Service/Sales,Service/Sales,139.6,1,0,1,0,Male,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,17-19
Single,General,1,Health/Medicine,1,Secondary Education,157.0,1,Basic Education,Higher Education,Clerical,Elementary,138.8,0,0,0,1,Male,0,18,0,0,8,8,7,13.55714285714286,0,0,8,8,7,13.55714285714286,0,12.7,3.7,-1.7,Graduate,17-19
Married/Union,Transfer/Change,1,Engineering/Tech,1,Higher Education,160.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,160.0,0,0,1,1,Male,0,41,0,3,7,15,5,14.333333333333334,0,1,6,16,6,14.636363636363637,0,12.4,0.5,1.79,Enrolled,30+
Single,Transfer/Change,1,Agriculture,1,Secondary Education,140.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Clerical,140.0,0,0,0,1,Male,0,35,0,0,6,16,4,12.0,0,0,6,11,3,10.333333333333334,0,13.9,-0.3,0.79,Dropout,30+
Single,General,1,Business/Economy,1,Secondary Education,128.0,1,Basic Education,No Schooling/Primary,Elementary,Elementary,118.2,0,0,0,1,Female,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,17-19
Single,General,1,Arts/Communication,1,Secondary Education,145.0,1,Secondary,Basic Education,Other,Service/Sales,150.6,1,0,0,1,Male,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,17-19
Married/Union,Transfer/Change,1,Health/Medicine,1,Secondary Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Craft/Trade,115.2,0,0,0,1,Female,0,48,0,0,7,11,4,11.75,0,0,7,14,3,11.725,0,11.1,0.6,2.02,Enrolled,30+
Single,General,1,Health/Medicine,1,Secondary Education,132.0,1,Basic Education,Higher Education,Elementary,Technicians,126.0,1,0,0,1,Female,0,19,0,0,7,7,6,12.183333333333332,0,0,7,7,6,12.183333333333332,0,7.6,2.6,0.32,Graduate,17-19
Single,Transfer/Change,1,Agriculture,1,Higher Education,160.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Craft/Trade,160.0,1,0,0,0,Male,0,30,0,4,9,18,6,11.833333333333334,0,1,8,21,4,11.0,0,15.5,2.8,-4.06,Dropout,30+
Married/Union,Transfer/Change,1,Arts/Communication,1,Secondary Education,160.0,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Other,160.0,0,0,1,0,Male,0,51,0,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,Dropout,30+
Single,Special/Island/Ordinance,1,Engineering/Tech,1,Secondary Education,184.4,22,Higher Education,Basic Education,Professionals,Plant/Machine,184.4,0,0,0,1,Female,0,18,1,0,6,8,6,15.0,0,0,6,10,5,14.333333333333334,0,11.1,0.6,2.02,Graduate,17-19
Single,General,1,Arts/Communication,1,Secondary Education,149.0,1,Secondary,Secondary,Elementary,Technicians,156.0,1,0,0,1,Female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,17-19
Single,General,1,Arts/Communication,1,Secondary Education,146.0,1,Higher Education,Higher Education,Clerical,Clerical,150.2,1,0,0,1,Female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,17-19
Single,General,5,Health/Medicine,1,Secondary Education,139.0,1,No Schooling/Primary,No Schooling/Primary,Craft/Trade,Craft/Trade,126.3,1,0,0,1,Female,1,18,0,0,8,8,8,13.435,0,0,8,8,8,13.435,0,9.4,-0.8,-3.12,Graduate,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,152.0,1,Higher Education,Other,Clerical,Technicians,146.1,1,0,0,1,Female,0,18,0,0,5,8,4,13.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout,17-19
Single,General,1,Arts/Communication,1,Secondary Education,147.0,1,Higher Education,Higher Education,Clerical,Plant/Machine,145.3,1,0,0,1,Female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled,17-19
Single,General,1,Arts/Communication,1,Secondary Education,121.0,1,Secondary,Secondary,Clerical,Technicians,116.8,1,0,0,1,Female,0,23,0,15,17,18,17,11.5,0,16,17,17,17,12.176470588235292,0,12.4,0.5,1.79,Graduate,23-25
Single,General,1,Arts/Communication,1,Secondary Education,124.0,1,Basic Education,Basic Education,Craft/Trade,Elementary,132.1,1,0,0,1,Female,0,19,0,0,6,10,2,10.5,0,0,6,6,3,11.0,0,7.6,2.6,0.32,Enrolled,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,105.0,1,Basic Education,No Schooling/Primary,Plant/Machine,Plant/Machine,102.6,0,1,0,1,Female,0,21,0,0,6,13,4,12.0,0,0,6,17,2,11.5,0,11.1,0.6,2.02,Enrolled,20-22
Single,General,1,Arts/Communication,1,Secondary Education,121.0,1,Higher Education,Higher Education,Professionals,Professionals,112.3,1,0,1,0,Female,0,18,0,0,6,7,5,12.2,0,0,6,11,4,11.5,0,11.1,0.6,2.02,Dropout,17-19
Single,General,1,Arts/Communication,1,Secondary Education,143.0,1,Other,Other,Clerical,Managers,155.3,1,1,0,1,Female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,17-19
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,150.0,1,Higher Education,Secondary,Professionals,Plant/Machine,153.8,1,0,0,1,Female,0,21,0,7,11,15,10,14.5,0,4,9,15,8,14.0,0,8.9,1.4,3.51,Graduate,20-22
Single,Transfer/Change,1,Arts/Communication,1,Secondary Education,126.0,1,Secondary,No Schooling/Primary,Technicians,Other,110.0,0,0,1,1,Female,0,20,0,0,6,7,6,13.333333333333334,0,0,6,8,6,12.666666666666666,0,12.4,0.5,1.79,Graduate,20-22
Single,Transfer/Change,1,Engineering/Tech,1,Secondary Education,133.1,1,Secondary,Secondary,Clerical,Clerical,128.2,0,0,0,1,Female,0,24,0,5,11,29,9,12.0,6,4,10,21,9,12.555555555555555,0,9.4,-0.8,-3.12,Graduate,23-25
Single,General,1,Engineering/Tech,1,Secondary Education,127.0,1,Secondary,Secondary,Clerical,Clerical,120.4,1,0,0,1,Female,0,18,0,0,6,9,6,15.125,0,0,6,9,6,14.0,0,13.9,-0.3,0.79,Graduate,17-19
Single,General,1,Health/Medicine,1,Secondary Education,160.0,1,Basic Education,Secondary,Clerical,Other,153.0,1,0,0,1,Female,0,18,0,0,7,7,6,13.116666666666667,0,0,7,7,6,13.116666666666667,0,7.6,2.6,0.32,Graduate,17-19
Single,General,1,Arts/Communication,1,Secondary Education,121.0,1,Basic Education,Secondary,Craft/Trade,Elementary,117.9,1,0,0,1,Female,0,19,0,0,6,7,6,12.833333333333334,0,0,6,7,6,11.666666666666666,0,11.1,0.6,2.02,Graduate,17-19
Single,Transfer/Change,1,Social Sciences,1,Higher Education,150.0,1,Secondary,No Schooling/Primary,Clerical,Plant/Machine,145.6,1,0,0,1,Female,1,20,0,3,6,6,6,13.333333333333334,0,2,6,6,6,14.166666666666666,0,13.9,-0.3,0.79,Graduate,20-22
Single,General,6,Health/Medicine,1,Secondary Education,117.0,1,Higher Education,Other,Service/Sales,Elementary,119.8,1,0,0,1,Female,0,18,0,0,7,7,7,13.877142857142855,0,0,8,8,8,15.6625,0,12.4,0.5,1.79,Graduate,17-19
Single,General,6,Health/Medicine,1,Secondary Education,141.0,1,Basic Education,Secondary,Elementary,Other,126.8,1,0,0,1,Female,0,18,0,0,8,8,7,12.944285714285714,0,0,8,8,7,12.944285714285714,0,10.8,1.4,1.74,Graduate,17-19
Single,General,1,Education,1,Secondary Education,112.0,1,Higher Education,Basic Education,Technicians,Elementary,106.1,1,0,0,1,Female,0,19,0,0,6,8,5,12.333333333333334,0,0,6,8,5,11.0,0,15.5,2.8,-4.06,Enrolled,17-19
Single,General,1,Health/Medicine,1,Secondary Education,148.0,1,Higher Education,Higher Education,Professionals,Professionals,137.3,1,0,0,1,Female,0,19,0,0,7,7,6,14.266666666666666,0,0,7,7,6,14.266666666666666,0,7.6,2.6,0.32,Graduate,17-19
Single,General,2,Business/Economy,1,Secondary Education,120.0,1,Higher Education,Basic Education,Clerical,Service/Sales,115.5,1,0,0,1,Female,0,18,0,0,6,8,5,13.0,0,0,6,8,5,14.0,0,13.9,-0.3,0.79,Graduate,17-19
Single,General,2,Health/Medicine,1,Secondary Education,132.0,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Craft/Trade,127.5,1,0,0,1,Female,0,20,0,0,8,8,8,12.48375,0,0,8,8,8,12.48375,0,9.4,-0.8,-3.12,Graduate,20-22
Single,General,2,Health/Medicine,1,Secondary Education,125.0,1,No Schooling/Primary,Secondary,Elementary,Technicians,116.3,1,0,0,1,Female,0,18,0,0,7,8,7,13.428571428571429,0,0,8,8,8,15.3125,0,16.2,0.3,-0.92,Graduate,17-19
Married/Union,General,3,Social Sciences,0,Secondary Education,123.0,1,Basic Education,No Schooling/Primary,Technicians,Technicians,113.2,0,0,1,0,Female,0,18,0,0,6,9,3,10.666666666666666,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,17-19
Single,General,1,Education,1,Secondary Education,142.0,1,Other,Other,Elementary,Clerical,132.6,1,0,0,1,Female,0,18,0,0,6,8,5,15.4,0,0,6,7,5,12.2,0,7.6,2.6,0.32,Graduate,17-19
Single,General,4,Health/Medicine,1,Secondary Education,148.0,1,Secondary,No Schooling/Primary,Clerical,Plant/Machine,132.0,1,0,0,1,Female,0,18,0,0,7,7,6,13.45,0,0,7,7,6,13.45,0,7.6,2.6,0.32,Graduate,17-19
Single,General,5,Health/Medicine,1,Secondary Education,136.0,1,Basic Education,No Schooling/Primary,Service/Sales,Plant/Machine,130.3,1,0,0,1,Female,1,18,0,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,Graduate,17-19
Single,General,4,Health/Medicine,1,Secondary Education,123.0,1,Basic Education,No Schooling/Primary,Elementary,Other,116.7,1,0,0,1,Female,0,20,0,0,7,7,7,12.485714285714286,0,0,8,12,8,12.9375,0,16.2,0.3,-0.92,Graduate,20-22
Single,General,2,Arts/Communication,1,Secondary Education,135.0,1,Basic Education,No Schooling/Primary,Elementary,Elementary,134.0,1,0,0,1,Female,1,22,0,0,6,10,5,10.8,0,0,6,7,5,12.8,0,12.7,3.7,-1.7,Graduate,20-22
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,151.0,1,Basic Education,Basic Education,Managers,Managers,100.0,0,0,1,1,Female,0,20,0,0,6,12,5,12.2,0,0,6,8,5,14.6,0,13.9,-0.3,0.79,Enrolled,20-22
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,140.0,1,Secondary,Secondary,Technicians,Craft/Trade,140.0,1,0,0,1,Female,0,20,0,2,6,11,5,14.2,0,0,6,12,2,13.5,0,13.9,-0.3,0.79,Enrolled,20-22
Single,General,2,Social Sciences,1,Secondary Education,136.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Plant/Machine,139.2,1,0,0,1,Female,0,18,0,0,6,7,6,13.833333333333334,0,0,6,6,6,14.0,0,9.4,-0.8,-3.12,Graduate,17-19
Single,General,1,Education,1,Secondary Education,142.0,1,Basic Education,Secondary,Elementary,Managers,132.6,0,0,0,1,Female,0,18,0,0,6,8,5,12.8,0,0,6,14,3,10.0,0,9.4,-0.8,-3.12,Enrolled,17-19
